Time,WAP,Best Bid,Best Ask
210308.6,123018.27,123600,123000
210308.6,123018.27,123600,123000
210308.6,123017.45,123600,123000
210308.6,123013.60,123600,123000
210308.7,123013.60,123600,123000
210308.7,123013.60,123600,123000
210308.7,123005.56,123700,123000
210308.7,123001.05,123700,123000
210308.8,123001.05,123700,123000
210308.8,123315.79,123400,123000
210308.8,123367.57,123400,123100
210308.8,123315.79,123400,123000
210308.9,123222.22,123400,123000
210308.9,123361.90,123400,123000
210308.9,123378.95,123400,123100
210308.9,123350.00,123400,123100
210309.0,123350.00,123400,123100
210309.0,123350.00,123400,123100
210309.0,123350.00,123400,123100
210309.0,123350.00,123400,123100
210309.1,123350.00,123400,123100
210309.1,123350.00,123400,123100
210309.1,123100.60,123400,123100
210309.1,123100.20,123200,123100
210309.2,123100.20,123200,123100
210309.2,123100.20,123200,123100
210309.2,123100.20,123200,123100
210309.2,123100.20,123200,123100
210309.3,123000.97,123100,123000
210309.3,123001.94,123200,123000
210309.3,123001.94,123200,123000
210309.3,123001.94,123200,123000
210309.4,123001.55,123200,123000
210309.4,123001.97,123300,123000
210309.4,123001.31,123200,123000
210309.4,123001.31,123200,123000
210309.5,123001.31,123200,123000
210309.5,123001.31,123200,123000
210309.5,123001.31,123200,123000
210309.5,123001.31,123200,123000
210309.6,123001.31,123200,123000
210309.6,123001.31,123200,123000
210309.6,123001.31,123200,123000
210309.6,123001.97,123300,123000
210309.7,123001.20,123300,123000
210309.7,123000.80,123200,123000
210309.7,123000.80,123200,123000
210309.7,123000.80,123200,123000
210309.8,123000.80,123200,123000
210309.8,123000.80,123200,123000
210309.8,123002.55,123200,123000
210309.8,123002.55,123200,123000
210309.9,123003.82,123300,123000
210309.9,123005.09,123400,123000
210309.9,123004.22,123400,123000
210309.9,123004.22,123400,123000
210310.0,123442.15,123500,123000
210310.0,123434.88,123500,123300
210310.0,123442.15,123500,123000
210310.0,123440.43,123500,123300
210310.1,123452.11,123900,123000
210310.1,123366.19,123900,123200
210310.1,123289.93,123900,123100
210310.1,123452.11,123900,123000
210310.2,123428.71,123900,123200
210310.2,123428.71,123900,123200
210310.2,123428.71,123900,123200
210310.2,123497.37,123900,123000
210310.3,123569.19,123900,123000
210310.3,123361.39,123900,123100
210310.3,123895.21,123900,123000
210310.3,123589.66,123900,123400
210310.4,123465.00,123900,123300
210310.4,123798.65,124400,123200
210310.4,123998.50,124600,123400
210310.4,123685.92,123900,123500
210310.5,123632.39,123900,123400
210310.5,123685.92,123900,123500
210310.5,123632.39,123900,123400
210310.5,123589.19,123900,123500
210310.6,123409.39,123900,123300
210310.6,123892.07,123900,123200
210310.6,123666.89,123900,123600
210310.6,123892.04,123900,123200
210310.7,123666.89,123900,123600
210310.7,123890.90,123900,123100
210310.7,123589.19,123900,123500
210310.7,123892.71,123900,123400
210310.8,123744.59,123900,123700
210310.8,123899.00,123900,123400
210310.8,123899.80,123900,123800
210310.8,123899.80,123900,123800
210310.9,123899.80,123900,123800
210310.9,123899.60,123900,123700
210310.9,123899.40,123900,123600
210310.9,123999.56,124000,123600
210311.0,123925.00,124000,123700
210311.0,123999.56,124000,123600
210311.0,123999.78,124000,123800
210311.0,123999.78,124000,123800
210311.1,123999.89,124000,123900
210311.1,123999.78,124000,123800
210311.1,123999.78,124000,123800
210311.1,123999.78,124000,123800
210311.2,123999.78,124000,123800
210311.2,123999.78,124000,123800
210311.2,123999.78,124000,123800
210311.2,123999.56,124000,123600
210311.3,123925.00,124000,123700
210311.3,123999.60,124000,123600
210311.3,123930.23,124000,123700
210311.3,123999.70,124000,123700
210311.4,123999.80,124000,123800
210311.4,123999.60,124000,123600
210311.4,123930.23,124000,123700
210311.4,123999.60,124000,123600
210311.5,123999.70,124000,123700
210311.5,123999.80,124000,123800
210311.5,124447.13,124600,124400
210311.5,124447.13,124600,124400
210311.6,124447.13,124600,124400
210311.6,124447.13,124600,124400
210311.6,124299.48,124300,124100
210311.6,124299.74,124300,124200
210311.7,124299.48,124300,124100
210311.7,124299.22,124300,124000
210311.7,124358.39,124600,124300
210311.7,124358.39,124600,124300
210311.8,124329.90,124400,124300
210311.8,124397.28,124400,124000
210311.8,124198.02,124400,124100
210311.8,124397.97,124400,124100
210311.9,124397.30,124400,124000
210311.9,124198.02,124400,124100
210311.9,124397.30,124400,124000
210311.9,124141.77,124400,124100
210312.0,124397.30,124400,124000
210312.0,124198.02,124400,124100
210312.0,124398.74,124400,123800
210312.0,124283.33,124400,124100
210312.1,124398.32,124400,123600
210312.1,124143.48,124600,124000
210312.1,123500.87,124600,123500
210312.1,123656.10,124300,123500
210312.1,123636.59,124200,123500
210312.2,123617.07,124100,123500
210312.2,123998.36,124000,123500
210312.2,123900.00,124200,123600
210312.3,124297.38,124300,123500
210312.3,124589.64,124600,123600
210312.3,124591.71,124600,123800
210312.3,124067.39,124600,123900
210312.4,124498.03,124500,123900
210312.4,124126.32,124600,124000
210312.4,124497.70,124500,123800
210312.4,124067.39,124600,123900
210312.5,124497.70,124500,123800
210312.5,124181.71,124600,123900
210312.5,124593.49,124600,123800
210312.5,124181.71,124600,123900
210312.6,124591.89,124600,123600
210312.6,124121.95,124600,123800
210312.6,124595.12,124600,123600
210312.6,124121.95,124600,123800
210312.7,124499.46,124500,123600
210312.7,124392.31,124500,123800
210312.7,124392.31,124500,123800
210312.7,124392.31,124500,123800
210312.8,124499.58,124500,123800
210312.8,124407.69,124500,123900
210312.8,124423.08,124500,124000
210312.8,124234.69,124700,124100
210312.9,124597.70,124600,123900
210312.9,124202.63,124700,124000
210312.9,124692.11,124700,124000
210312.9,124273.68,124700,124100
210313.0,124598.68,124600,124200
210313.0,124696.00,124700,124200
210313.0,124415.79,124700,124300
210313.0,124694.36,124700,124200
210313.1,124480.82,124700,124300
210313.1,124696.38,124700,124200
210313.1,124480.82,124700,124300
210313.1,124696.38,124700,124200
210313.2,124480.82,124700,124300
210313.2,124697.73,124700,124300
210313.2,124699.28,124700,124400
210313.2,124794.59,124800,124400
210313.3,124794.61,124800,124400
210313.3,124797.30,124800,124600
210313.3,124791.89,124800,124200
210313.3,124324.31,124800,124300
210313.4,124598.36,124600,124100
210313.4,124297.54,124800,124200
210313.4,124598.36,124600,124100
210313.4,124500.00,124800,124200
210313.5,124223.94,124900,124100
210313.5,124797.37,124800,124000
210313.5,124599.64,124600,124000
210313.5,124225.00,124600,124100
210313.6,124298.96,124300,123900
210313.6,124398.03,124400,123800
210313.6,124497.70,124500,123800
210313.6,124597.28,124600,123900
210313.7,124599.64,124600,124000
210313.7,124492.31,124600,123900
210313.7,124596.89,124600,123800
210313.7,124599.52,124600,123800
210313.8,124599.40,124600,123600
210313.8,124599.40,124600,123600
210313.8,123500.88,124600,123500
210313.8,123799.01,123800,123500
210313.9,124099.04,124700,123500
210313.9,124396.73,124400,123400
210313.9,123405.67,124400,123400
210313.9,123590.00,123700,123400
210314.0,123405.67,124400,123400
210314.0,123590.00,123700,123400
210314.0,123404.53,124200,123400
210314.0,123590.00,123700,123400
210314.1,123405.67,124400,123400
210314.1,123640.85,123700,123400
210314.1,123403.40,124000,123400
210314.1,123800.02,124000,123800
210314.2,123800.02,124000,123800
210314.2,123800.02,124000,123800
210314.2,123800.02,124000,123800
210314.2,123402.39,124200,123400
210314.3,123996.73,124000,123000
210314.3,123203.29,124200,123200
210314.3,123603.18,124200,123000
210314.3,123102.30,123800,123100
210314.4,123393.85,123800,123000
210314.4,123012.25,124000,123000
210314.4,123009.02,124000,123000
210314.4,123009.02,124000,123000
210314.5,123009.02,124000,123000
210314.5,123009.02,124000,123000
210314.5,123009.02,124000,123000
210314.5,123009.02,124000,123000
210314.6,123009.02,124000,123000
210314.6,124096.41,124100,123000
210314.6,123601.97,124200,123600
210314.6,123402.62,124200,123400
210314.6,123103.64,124200,123100
210314.7,123602.72,124200,123000
210314.7,123800.00,124400,123200
210314.7,123303.62,124400,123300
210314.8,123800.00,124400,123200
210314.8,123303.62,124400,123300
210314.8,123800.00,124400,123200
210314.8,123303.62,124400,123300
210314.9,123800.00,124400,123200
210314.9,123301.87,124400,123300
210314.9,124097.04,124100,123200
210314.9,124200.48,124300,124200
210315.0,124200.35,124300,124200
210315.0,123700.00,124300,123100
210315.0,123897.69,123900,123000
210315.0,123591.53,123900,123200
210315.1,123173.77,123200,123000
210315.1,123054.55,123200,123000
210315.1,123186.74,123200,122900
210315.1,123186.74,123200,122900
210315.2,122908.32,123600,122900
210315.2,123292.16,123400,122900
210315.2,123393.55,123500,122900
210315.2,123558.06,123700,122900
210315.3,123405.41,124000,123400
210315.3,123693.55,123800,123400
210315.3,123766.94,123900,123400
210315.3,123407.32,124000,123400
210315.4,123693.55,123800,123400
210315.4,123766.94,123900,123400
210315.4,123873.89,124000,123400
210315.4,123409.77,124200,123400
210315.5,123840.32,124000,123400
210315.5,124031.85,124200,123400
210315.5,124498.50,124500,123500
210315.5,123852.78,124200,123700
210315.6,123800.00,124100,123500
210315.6,124191.56,124200,123400
210315.6,123713.89,124200,123500
210315.6,123830.77,124200,123400
210315.7,124050.00,124200,123400
210315.7,123995.12,124200,123800
210315.7,124104.42,124200,124000
210315.7,124147.50,124200,124000
210315.8,124147.50,124200,124000
210315.8,124116.00,124200,124000
210315.8,124116.00,124200,124000
210315.8,124000.58,124200,124000
210315.8,124000.58,124200,124000
210315.9,123606.40,123700,123400
210315.9,123407.67,124300,123400
210315.9,123833.61,124000,123400
210316.0,124026.32,124200,123400
210316.0,123411.75,124400,123400
210316.0,123905.88,124100,123400
210316.0,123411.71,124400,123400
210316.1,123905.88,124100,123400
210316.1,123411.71,124400,123400
210316.1,123880.00,124100,123600
210316.1,123791.89,123900,123400
210316.2,123855.00,123900,123400
210316.2,123827.42,123900,123400
210316.2,123678.95,123900,123400
210316.2,123584.88,123700,123400
210316.3,123827.42,123900,123400
210316.3,123662.26,123900,123300
210316.3,123542.19,123800,123300
210316.3,123486.00,123600,123300
210316.4,123765.00,123900,123300
210316.4,123765.00,123900,123300
210316.4,123765.00,123900,123300
210316.4,123870.00,123900,123500
210316.5,123807.69,123900,123500
210316.5,123807.69,123900,123500
210316.5,123807.69,123900,123500
210316.5,123852.94,123900,123500
210316.6,123852.94,123900,123500
210316.6,123852.94,123900,123500
210316.6,123852.94,123900,123500
210316.6,123852.94,123900,123500
210316.7,123852.94,123900,123500
210316.7,123833.33,124000,123500
210316.7,123506.83,124600,123500
210316.7,124297.38,124300,123500
210316.8,124593.37,124600,123600
210316.8,124064.00,124600,123800
210316.8,124594.06,124600,124000
210316.8,124265.00,124600,124100
210316.9,124597.22,124600,123900
210316.9,124539.39,124600,124500
210316.9,124539.39,124600,124500
210316.9,124539.39,124600,124500
210317.0,124596.41,124600,123700
210317.0,124435.62,124600,124300
210317.0,124596.41,124600,123700
210317.0,124435.62,124600,124300
210317.1,124596.81,124600,123800
210317.1,124380.82,124600,124200
210317.1,124357.81,124600,124100
210317.1,124406.25,124600,124200
210317.2,123997.17,124000,123500
210317.2,123746.67,124000,123600
210317.2,123625.00,124000,123500
210317.2,123690.48,123900,123500
210317.3,123735.29,123900,123500
210317.3,123783.78,124000,123500
210317.3,123762.96,124000,123600
210317.3,123828.57,124000,123500
210317.4,123822.22,124000,123700
210317.4,123809.09,124000,123300
210317.4,123966.67,124000,123600
210317.4,123990.62,124000,123900
210317.5,123990.62,124000,123900
210317.5,123990.62,124000,123900
210317.5,123976.32,124000,123700
210317.5,123976.32,124000,123700
210317.6,123976.32,124000,123700
210317.6,123976.32,124000,123700
210317.6,123976.32,124000,123700
210317.6,123976.32,124000,123700
210317.7,124255.47,124300,124200
210317.7,124255.47,124300,124200
210317.7,124233.72,124300,124200
210317.7,123701.75,124200,123700
210317.8,123701.74,124200,123700
210317.8,123701.74,124200,123700
210317.8,123701.74,124200,123700
210317.8,123700.70,123900,123700
210317.8,123700.35,123800,123700
210317.9,123700.35,123800,123700
210317.9,123700.70,123900,123700
210317.9,123700.70,123900,123700
210318.0,123700.70,123900,123700
210318.0,123700.35,123800,123700
210318.0,123700.70,123900,123700
210318.0,123700.70,123900,123700
210318.1,123701.05,124000,123700
210318.1,123701.74,124200,123700
210318.1,123704.23,124200,123700
210318.1,124260.44,124300,123700
210318.2,124253.85,124300,124000
210318.2,124232.08,124300,123700
210318.2,124253.85,124300,124000
210318.2,124232.08,124300,123700
210318.3,124253.85,124300,124000
210318.3,123702.34,124200,123700
210318.3,123702.34,124200,123700
210318.3,123702.34,124200,123700
210318.4,123702.34,124200,123700
210318.4,124232.08,124300,123700
210318.4,124253.85,124300,124000
210318.4,124232.08,124300,123700
210318.5,124253.85,124300,124000
210318.5,124232.08,124300,123700
210318.5,124253.85,124300,124000
210318.5,124260.00,124300,124100
210318.6,124260.00,124300,124100
210318.6,124260.00,124300,124100
210318.6,124260.00,124300,124100
210318.6,124260.00,124300,124100
210318.7,124260.00,124300,124100
210318.7,124260.00,124300,124100
210318.7,124100.72,124400,124100
210318.7,124100.05,124200,124100
210318.8,124100.05,124200,124100
210318.8,124100.05,124200,124100
210318.8,124100.05,124200,124100
210318.8,124100.05,124200,124100
210318.9,124100.15,124400,124100
210318.9,124100.15,124400,124100
210318.9,124100.05,124200,124100
210318.9,124100.05,124200,124100
210319.0,124100.05,124200,124100
210319.0,124100.05,124200,124100
210319.0,124100.05,124200,124100
210319.0,124100.05,124200,124100
210319.1,124100.05,124200,124100
210319.1,124100.15,124400,124100
210319.1,124100.05,124200,124100
210319.1,124100.05,124200,124100
210319.2,124100.05,124200,124100
210319.2,124100.15,124400,124100
210319.2,123700.98,124400,123700
210319.2,123700.98,124400,123700
210319.3,123600.32,124400,123600
210319.3,123600.24,124200,123600
210319.3,123600.24,124200,123600
210319.3,123600.24,124200,123600
210319.4,123630.00,124500,123600
210319.4,123630.00,124500,123600
210319.4,123600.36,124500,123600
210319.4,123634.62,124500,123600
210319.5,123634.62,124500,123600
210319.5,123634.62,124500,123600
210319.5,123634.62,124500,123600
210319.5,124251.24,124500,124000
210319.6,124262.96,124500,124100
210319.6,124368.13,124500,124000
210319.6,124322.22,124500,124200
210319.6,124001.43,124400,124000
210319.7,124001.43,124400,124000
210319.7,124001.12,124400,124000
210319.7,124000.84,124300,124000
210319.7,124000.84,124300,124000
210319.8,124001.39,124500,124000
210319.8,124184.21,124500,124000
210319.8,124279.82,124500,124000
210319.8,124262.96,124500,124100
210319.9,124279.82,124500,124000
210319.9,124262.96,124500,124100
210319.9,124279.82,124500,124000
210319.9,124262.96,124500,124100
210320.0,124381.97,124500,124200
210320.0,124381.97,124500,124200
210320.0,124498.58,124500,124200
210320.0,124381.97,124500,124200
210320.1,124381.97,124500,124200
210320.1,124498.58,124500,124200
210320.1,124598.30,124600,124200
210320.1,124430.26,124600,124300
210320.2,124478.01,124600,124200
210320.2,124531.65,124600,124200
210320.2,124465.00,124600,124300
210320.2,124598.93,124600,124200
210320.3,124353.66,124700,124300
210320.3,124689.67,124700,124200
210320.3,124524.69,124700,124500
210320.3,124685.43,124700,124000
210320.4,124440.57,124700,124400
210320.4,124298.75,124300,124000
210320.4,124298.33,124300,123900
210320.4,124132.00,124300,124000
210320.5,124298.75,124300,124000
210320.5,124298.75,124300,124000
210320.5,124297.91,124300,123800
210320.5,124188.00,124300,124100
210320.6,124297.91,124300,123800
210320.6,124188.00,124300,124100
210320.6,124297.91,124300,123800
210320.6,124188.00,124300,124100
210320.7,123833.33,124300,123700
210320.7,124297.49,124300,123700
210320.7,124100.00,124300,124000
210320.7,123833.33,124300,123700
210320.8,123833.33,124300,123700
210320.8,123833.33,124300,123700
210320.8,123833.33,124300,123700
210320.8,123833.33,124300,123700
210320.9,123833.33,124300,123700
210320.9,123833.33,124300,123700
210320.9,123833.33,124300,123700
210320.9,123701.17,124700,123700
210321.0,123701.17,124700,123700
210321.0,123749.59,124700,123700
210321.0,124677.54,124700,123700
210321.0,124350.19,124700,124300
210321.1,124241.83,124700,124200
210321.1,124241.83,124700,124200
210321.1,124241.83,124700,124200
210321.1,124241.83,124700,124200
210321.2,124241.83,124700,124200
210321.2,124241.83,124700,124200
210321.2,124241.83,124700,124200
210321.2,124117.72,124700,124100
210321.3,123989.19,124700,123900
210321.3,123749.59,124700,123700
210321.3,123749.59,124700,123700
210321.3,124675.25,124700,123600
210321.4,124350.19,124700,124300
210321.4,124166.89,124700,124100
210321.4,123902.56,124700,123900
210321.4,123603.29,124600,123600
210321.5,124093.73,124700,123500
210321.5,124677.55,124700,123600
210321.5,124354.55,124700,124300
210321.5,123500.99,124600,123500
210321.6,123671.43,124300,123500
210321.6,123650.00,124200,123500
210321.6,123628.57,124100,123500
210321.6,123607.14,124000,123500
210321.7,123585.71,123900,123500
210321.7,123564.29,123800,123500
210321.7,124199.22,124200,123600
210321.7,124058.70,124200,123700
210321.8,124058.70,124200,123700
210321.8,124058.70,124200,123700
210321.8,124058.70,124200,123700
210321.8,123702.97,124600,123700
210321.9,124003.85,124300,123600
210321.9,124119.23,124500,123600
210321.9,123603.58,124400,123600
210321.9,123847.25,124100,123600
210322.0,123676.92,123800,123600
210322.0,123676.92,123800,123600
210322.0,123676.92,123800,123600
210322.0,123798.58,123800,123600
210322.1,123798.58,123800,123600
210322.1,123798.58,123800,123600
210322.1,123798.58,123800,123600
210322.1,123798.58,123800,123600
210322.2,123798.58,123800,123600
210322.2,123798.93,123800,123600
210322.2,124098.62,124100,123800
210322.2,124098.62,124100,123800
210322.3,124047.73,124100,124000
210322.3,124099.54,124100,124000
210322.3,124099.54,124100,124000
210322.3,124047.73,124100,124000
210322.4,124099.66,124100,124000
210322.4,124099.41,124100,124000
210322.4,124687.54,124700,124000
210322.4,124192.09,124700,124100
210322.5,124498.36,124500,124000
210322.5,124179.84,124700,124100
210322.5,124498.36,124500,124000
210322.5,124179.84,124700,124100
210322.6,124688.47,124700,124000
210322.6,124449.25,124700,124400
210322.6,124691.74,124700,124200
210322.6,124532.84,124700,124500
210322.7,124695.04,124700,124400
210322.7,124695.04,124700,124400
210322.7,124898.00,124900,124800
210322.7,124898.07,124900,124800
210322.8,124996.84,125000,124900
210322.8,125198.05,125200,125100
210322.8,125196.21,125200,125000
210322.8,125196.21,125200,125000
210322.9,125297.43,125300,125200
210322.9,125292.43,125300,125000
210322.9,125294.95,125300,125100
210322.9,125292.43,125300,125000
210323.0,125292.43,125300,125000
210323.0,125292.43,125300,125000
210323.0,125292.43,125300,125000
210323.0,125292.43,125300,125000
210323.1,125292.43,125300,125000
210323.1,125295.06,125300,125100
210323.1,125292.60,125300,125000
210323.1,125292.60,125300,125000
210323.2,125292.56,125300,125000
210323.2,125497.61,125500,125400
210323.2,125493.97,125500,125200
210323.2,125497.99,125500,125400
210323.3,125497.99,125500,125400
210323.3,125497.99,125500,125400
210323.3,125498.24,125500,125400
210323.3,125498.24,125500,125400
210323.4,125695.53,125700,125600
210323.4,125798.16,125800,125700
210323.4,125998.16,126000,125900
210323.4,125998.16,126000,125900
210323.5,126497.30,126500,126400
210323.5,126487.85,126500,126000
210323.5,126323.40,126500,126300
210323.5,126487.85,126500,126000
210323.6,126323.40,126500,126300
210323.6,126491.01,126500,126000
210323.6,126330.56,126500,126300
210323.6,126491.01,126500,126000
210323.7,126330.56,126500,126300
210323.7,126491.01,126500,126000
210323.7,126491.01,126500,126000
210323.7,126161.11,126500,126100
210323.8,126395.10,126400,126000
210323.8,126396.40,126400,126000
210323.8,126398.29,126400,126000
210323.8,126173.68,126400,126000
210323.9,125981.65,126400,125800
210323.9,126298.03,126300,125700
210323.9,126397.44,126400,125800
210323.9,126398.28,126400,126000
210324.0,126398.29,126400,126000
210324.0,126398.29,126400,126000
210324.0,126399.14,126400,126200
210324.0,126399.14,126400,126200
210324.1,126399.14,126400,126200
210324.1,126399.14,126400,126200
210324.1,126399.14,126400,126200
210324.1,126497.81,126500,126000
210324.2,126271.43,126500,126100
210324.2,126496.18,126500,126000
210324.2,126271.43,126500,126100
210324.2,126497.70,126500,126200
210324.3,126497.81,126500,126000
210324.3,126271.43,126500,126100
210324.3,126496.14,126500,126000
210324.3,126140.82,126500,126100
210324.4,126299.73,126300,126000
210324.4,126498.32,126500,125800
210324.4,126158.82,126300,125900
210324.4,126220.59,126300,126000
210324.5,126220.59,126300,126000
210324.5,126299.46,126300,126000
210324.5,126498.86,126500,126000
210324.5,126499.31,126500,126200
210324.6,126499.31,126500,126200
210324.6,126499.31,126500,126200
210324.6,126590.52,126600,126200
210324.6,126590.55,126600,126200
210324.7,126595.27,126600,126400
210324.7,126590.55,126600,126200
210324.7,126590.58,126600,126200
210324.7,126590.58,126600,126200
210324.8,126590.58,126600,126200
210324.8,126590.58,126600,126200
210324.8,126590.58,126600,126200
210324.8,126248.00,126600,126200
210324.9,126301.20,126500,126000
210324.9,126139.11,126600,126000
210324.9,126199.70,126200,126000
210324.9,126199.70,126200,126000
210325.0,126100.00,126200,126000
210325.0,126100.00,126200,126000
210325.0,126100.00,126200,126000
210325.0,126041.28,126600,126000
210325.1,126125.00,126400,126000
210325.1,126125.00,126400,126000
210325.1,126125.00,126400,126000
210325.1,125899.64,125900,125800
210325.2,125899.64,125900,125800
210325.2,126588.02,126600,126000
210325.2,126179.33,126600,126100
210325.2,126398.36,126400,125900
210325.3,126587.81,126600,126000
210325.3,126179.33,126600,126100
210325.3,126591.60,126600,126000
210325.3,126194.29,126600,126100
210325.4,126297.67,126400,126000
210325.4,126372.09,126500,126000
210325.4,126254.61,126600,126000
210325.4,126212.55,126600,126000
210325.5,126212.55,126600,126000
210325.5,126593.12,126600,126200
210325.5,126594.42,126600,126200
210325.5,126594.42,126600,126200
210325.6,126598.35,126600,126400
210325.6,126598.35,126600,126400
210325.6,126596.71,126600,126200
210325.6,126596.72,126600,126200
210325.7,126598.35,126600,126400
210325.7,126699.40,126700,126600
210325.7,126699.40,126700,126600
210325.7,126698.21,126700,126400
210325.7,126698.33,126700,126400
210325.8,126697.22,126700,126200
210325.8,126698.33,126700,126400
210325.8,126711.99,126800,126700
210325.9,126711.99,126800,126700
210325.9,126711.99,126800,126700
210325.9,126711.99,126800,126700
210325.9,126711.99,126800,126700
210326.0,126713.16,126800,126700
210326.0,126713.16,126800,126700
210326.0,126713.16,126800,126700
210326.0,126713.16,126800,126700
210326.1,126713.16,126800,126700
210326.1,126700.34,126800,126700
210326.1,126700.34,126800,126700
210326.1,126700.34,126800,126700
210326.2,126044.67,126800,126000
210326.2,126150.00,126600,126000
210326.2,126461.18,126500,126400
210326.2,126402.03,126800,126400
210326.3,126464.29,126700,126400
210326.3,126420.41,126800,126400
210326.3,126469.77,126700,126400
210326.3,126400.39,126800,126400
210326.4,126469.77,126700,126400
210326.4,126400.39,126800,126400
210326.4,126469.77,126700,126400
210326.4,126420.41,126800,126400
210326.5,126656.00,126700,126600
210326.5,126636.84,126800,126600
210326.5,126644.21,126800,126600
210326.5,126644.21,126800,126600
210326.6,126644.21,126800,126600
210326.6,126644.21,126800,126600
210326.6,126644.21,126800,126600
210326.6,126644.21,126800,126600
210326.7,126644.21,126800,126600
210326.7,126600.82,126800,126600
210326.7,126600.82,126800,126600
210326.7,126600.82,126800,126600
210326.8,126600.82,126800,126600
210326.8,126600.82,126800,126600
210326.8,126600.82,126800,126600
210326.8,126600.82,126800,126600
210326.9,126600.82,126800,126600
210326.9,126600.82,126800,126600
210326.9,126600.82,126800,126600
210326.9,126600.82,126800,126600
210327.0,126600.82,126800,126600
210327.0,126400.20,126600,126400
210327.0,125969.35,126000,125900
210327.0,125969.35,126000,125900
210327.1,125903.79,126800,125900
210327.1,126239.47,126500,125900
210327.1,126296.05,126600,125900
210327.1,125903.41,126700,125900
210327.2,126347.02,126500,125800
210327.2,125806.81,126800,125800
210327.2,126170.00,126500,125800
210327.2,126222.86,126600,125800
210327.3,125802.95,126600,125800
210327.3,126058.62,126400,125800
210327.3,125834.29,126400,125800
210327.3,125822.86,126200,125800
210327.4,125817.14,126100,125800
210327.4,125800.20,126800,125800
210327.4,125699.40,125700,125600
210327.4,125645.54,125700,125600
210327.5,125682.26,125700,125600
210327.5,125682.26,125700,125600
210327.5,125682.26,125700,125600
210327.5,125682.26,125700,125600
210327.6,125308.53,126400,125300
210327.6,125862.16,126100,125300
210327.6,126000.80,126400,126000
210327.6,126113.21,126300,126000
210327.7,126102.14,126400,126100
210327.7,126100.40,126200,126100
210327.7,126100.04,126200,126100
210327.7,126136.36,126300,126100
210327.8,126136.36,126300,126100
210327.8,126140.00,126300,126100
210327.8,126100.04,126200,126100
210327.8,126298.25,126300,125200
210327.9,126006.12,126300,125400
210327.9,125980.00,126300,125400
210327.9,125973.47,126300,125300
210327.9,126295.11,126300,125200
210328.0,125780.77,126300,125400
210328.0,126114.29,126300,126100
210328.0,125499.17,125500,125200
210328.0,125499.17,125500,125200
210328.1,125499.17,125500,125200
210328.1,125499.17,125500,125200
210328.1,125499.17,125500,125200
210328.1,125499.17,125500,125200
210328.2,125499.17,125500,125200
210328.2,125499.17,125500,125200
210328.2,125499.17,125500,125200
210328.2,125499.17,125500,125200
210328.3,125499.17,125500,125200
210328.3,125499.17,125500,125200
210328.3,125499.17,125500,125200
210328.3,125499.17,125500,125200
210328.4,125289.11,125500,125200
210328.4,125289.11,125500,125200
210328.4,125289.11,125500,125200
210328.4,125497.89,125500,125200
210328.4,125499.30,125500,125400
210328.5,125497.89,125500,125200
210328.5,125499.01,125500,125200
210328.5,125499.01,125500,125200
210328.6,125697.36,125700,125200
210328.6,125453.49,125700,125300
210328.6,125336.54,125400,125100
210328.6,125137.21,125300,125100
210328.7,124981.82,125300,124900
210328.7,124964.29,125200,124900
210328.7,125298.25,125300,124800
210328.7,125094.12,125300,124900
210328.8,124978.74,125300,124700
210328.8,125100.00,125300,124700
210328.8,125381.36,125400,125300
210328.8,125381.36,125400,125300
210328.9,125381.36,125400,125300
210328.9,125381.36,125400,125300
210328.9,125274.29,125400,125000
210328.9,125274.29,125400,125000
210329.0,125274.29,125400,125000
210329.0,125307.69,125500,125000
210329.0,125391.86,125700,125200
210329.0,125082.76,125100,125000
210329.1,125082.76,125100,125000
210329.1,125001.44,125600,125000
210329.1,125168.42,125400,125000
210329.1,125168.42,125400,125000
210329.2,125168.42,125400,125000
210329.2,125000.95,125400,125000
210329.2,124900.34,125000,124900
210329.2,124900.34,125000,124900
210329.3,124900.68,125100,124900
210329.3,124900.68,125100,124900
210329.3,124901.69,125400,124900
210329.3,125052.24,125200,124900
210329.4,124902.37,125600,124900
210329.4,125153.73,125400,124900
210329.4,125153.73,125400,124900
210329.4,125153.73,125400,124900
210329.5,125153.73,125400,124900
210329.5,125273.08,125400,125200
210329.5,125331.94,125700,125200
210329.5,125346.15,125600,125200
210329.6,125346.15,125600,125200
210329.6,125325.00,125600,125200
210329.6,125325.00,125600,125200
210329.7,124886.84,124900,124800
210329.7,124886.84,124900,124800
210329.7,124886.84,124900,124800
210329.7,124866.67,124900,124700
210329.8,124866.67,124900,124700
210329.8,124866.67,124900,124700
210329.8,124866.67,124900,124700
210329.8,124702.25,125600,124700
210329.9,124958.62,125300,124700
210329.9,124958.62,125300,124700
210329.9,124958.62,125300,124700
210329.9,124958.62,125300,124700
210330.0,124958.62,125300,124700
210330.0,124958.62,125300,124700
210330.0,124958.62,125300,124700
210330.0,124958.62,125300,124700
210330.1,124958.62,125300,124700
210330.1,124958.62,125300,124700
210330.1,124702.24,125600,124700
210330.1,124958.62,125300,124700
210330.2,124699.86,124700,124500
210330.2,124999.01,125600,124400
210330.2,124999.01,125600,124400
210330.2,125301.04,125600,125300
210330.3,125596.16,125600,124500
210330.3,125596.16,125600,124500
210330.3,125136.76,125600,124700
210330.3,125596.51,125600,124600
210330.4,125120.83,125500,124800
210330.4,125496.52,125500,124600
